request_id,year,department,item_category,is_urgent,search_summary.specs_searched,search_summary.cheapest_vendor_found,search_summary.vendor_channel_type,requested_unit_price,historical_avg_price,quantity,vendor_risk_score,dept_budget_remaining,total_amount,price_variance_ratio,search_summary.real_price,search_summary.price_savings_vs_requested
PO-SYN-000030,2021,Direktorat Operasi,Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. MALILI TEKNO,Direct Procurement,23158723.58,31853607.69,2,0.18,17212639.57,46317447.16,-0.273,24200496.9,-1041773.32
PO-SYN-000031,2021,Kantor Kecamatan Malili,Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Internal Procurement/Standard Vendor,mbizmarket.co.id,29327333.79,3513483.76,1,0.08,27878088.63,29327333.79,7.3471,29328571.99,-1238.2
PO-SYN-000032,2024,Direktorat Sistem Pengadaan Digital,Hardware / Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,E-Katalog,26632942.0,16710320.71,1,0.0,0.0,26632942.0,0.5938,26617763.33,15178.67
PO-SYN-000033,2024,Direktorat Operasi,Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Direct/Official Channel,22052239.97,3141000.0,3,0.07,0.0,66156719.91,6.0208,19885498.96,2166741.01
PO-SYN-000034,2023,Kantor Inspektorat Kabupaten Lombok Barat,Electronics/Computers,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. JUMPA KARYA ABADI,E-Katalog,19296771.25,3141000.0,4,0.09,366144404.5,77187085.0,5.1435,17010898.02,2285873.23
PO-SYN-000035,2024,Rumah Sakit Mutiara Sukma,Hardware / Laptop,1,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Sinar Niaga Teknologi,E-Katalog,3141000.0,3141000.0,4,0.08,219084008.37,12564000.0,0.0,2814209.38,326790.62
PO-SYN-000036,2025,Direktorat Sistem Pengadaan Digital,Hardware / Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,E-Katalog,28359082.61,37042340.96,5,0.1,4108705.3,141795413.05,-0.2344,28210517.71,148564.9
PO-SYN-000037,2021,Direktorat Operasi,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,E-Katalog,4607175.56,13951087.99,1,0.04,685016810.63,4607175.56,-0.6698,3076566.06,1530609.5
PO-SYN-000038,2025,Direktorat Operasi,Leptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Internal Procurement/Standard Vendor,E-Katalog,30398390.37,3141000.0,1,0.14,102376866.48,30398390.37,8.6779,21183204.41,9215185.96
PO-SYN-000039,2022,Kantor Kecamatan Malili,Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Internal Procurement/Standard Vendor,mbizmarket.co.id,5623942.29,29370386.15,1,0.05,97533178.08,5623942.29,-0.8085,5253397.44,370544.85
PO-SYN-000040,2024,Kantor Kecamatan Malili,Pengadaan Laptop,1,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Global Komputer,mbizmarket.co.id,56164831.75,28601812.02,1,0.05,0.0,56164831.75,0.9637,56542571.64,-377739.89
PO-SYN-000041,2024,Dinas Kependudukan dan Pencatatan Sipil,Pengadaan Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,mbizmarket.co.id,4259031.8,16005199.42,4,0.12,0.0,17036127.2,-0.7339,3515923.93,743107.87
PO-SYN-000042,2021,Kantor Kecamatan Malili,Electronics/Computers,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Global Komputer,Direct Procurement,9872586.72,6943027.2,8,0.07,0.0,78980693.76,0.4219,11644380.26,-1771793.54
PO-SYN-000043,2023,Kantor Kecamatan Malili,Komputer/Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Internal Procurement/Standard Vendor,Direct/Official Channel,55779702.67,35307610.36,1,0.0,413747118.04,55779702.67,0.5798,59028176.5,-3248473.83
PO-SYN-000044,2025,Kantor Inspektorat Kabupaten Lombok Barat,Hardware / Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Sinar Niaga Teknologi,Direct Procurement,26112937.47,30969433.47,1,0.02,0.0,26112937.47,-0.1568,25911557.35,201380.12
PO-SYN-000045,2022,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,mbizmarket.co.id,13803389.59,3141000.0,8,0.0,0.0,110427116.72,3.3946,13415283.39,388106.2
PO-SYN-000046,2025,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,E-Katalog,43744219.85,3141000.0,6,0.03,0.0,262465319.1,12.9268,33621826.53,10122393.32
PO-SYN-000047,2021,Kantor Kecamatan Malili,Komputer/Laptop,1,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. JUMPA KARYA ABADI,Direct Procurement,21786493.78,7836676.95,3,0.0,115124780.82,65359481.34,1.7801,25382276.8,-3595783.02
PO-SYN-000048,2024,Direktorat Operasi,Komputer/Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Internal Procurement/Standard Vendor,Direct Procurement,46302748.21,3141000.0,9,0.0,46435982.15,416724733.89,13.7414,43845570.26,2457177.95
PO-SYN-000049,2021,Kantor Inspektorat Kabupaten Lombok Barat,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. JUMPA KARYA ABADI,Katalog Elektronik,23234750.51,7458391.94,2,0.0,0.0,46469501.02,2.1152,22057943.27,1176807.24
PO-SYN-000050,2024,Kantor Kecamatan Malili,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,mbizmarket.co.id,24578565.93,6277061.99,5,0.06,296190406.54,122892829.65,2.9156,24479486.73,99079.2
PO-SYN-000051,2024,Direktorat Operasi,Hardware / Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,E-Katalog,3614302.03,8510305.81,5,0.09,80322705.71,18071510.15,-0.5753,2677706.04,936595.99
PO-SYN-000052,2025,Rumah Sakit Mutiara Sukma,Electronics/Computers,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Global Komputer,E-Katalog,40852230.66,7982142.88,4,0.01,29374983.75,163408922.64,4.118,32376015.94,8476214.72
PO-SYN-000053,2024,Direktorat Sistem Pengadaan Digital,Komputer/Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,E-Katalog,32858154.8,31623540.3,7,0.03,262297042.92,230007083.6,0.039,31002455.82,1855698.98
PO-SYN-000054,2021,Kantor Kecamatan Malili,Hardware / Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Global Komputer,mbizmarket.co.id,23997915.17,15745973.19,3,0.09,0.0,71993745.51,0.5241,25595906.49,-1597991.32
PO-SYN-000055,2022,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Tech Solutions,E-Katalog,3141000.0,3141000.0,6,0.11,247323603.98,18846000.0,0.0,2712966.25,428033.75
PO-SYN-000056,2021,Direktorat Sistem Pengadaan Digital,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,E-Katalog,18051379.65,3141000.0,3,0.0,338200124.24,54154138.95,4.747,17173087.44,878292.21
PO-SYN-000057,2025,Dinas Kependudukan dan Pencatatan Sipil,Leptop,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Katalog Elektronik,3676130.4,12528189.54,4,0.0,0.0,14704521.6,-0.7066,3176911.88,499218.52
PO-SYN-000058,2022,Dinas Kependudukan dan Pencatatan Sipil,Pengadaan Laptop,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Katalog Elektronik,22597956.97,9406067.34,1,0.05,0.0,22597956.97,1.4025,17936283.35,4661673.62
PO-SYN-000059,2024,Dinas Kependudukan dan Pencatatan Sipil,Komputer/Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. JUMPA KARYA ABADI,E-Katalog,5568429.7,14344327.84,3,0.18,307788817.61,16705289.1,-0.6118,4336938.09,1231491.61
PO-SYN-000060,2025,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Tech Solutions,Katalog Elektronik,17931721.16,3141000.0,2,0.0,169288550.03,35863442.32,4.7089,14043467.16,3888254.0
PO-SYN-000061,2022,Dinas Kependudukan dan Pencatatan Sipil,Belanja Modal Alat Kantor,1,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Sinar Niaga Teknologi,Direct/Official Channel,27447976.05,43725038.28,2,0.07,264417759.75,54895952.1,-0.3723,25657072.47,1790903.58
PO-SYN-000062,2024,Kantor Kecamatan Malili,Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Tech Solutions,mbizmarket.co.id,22228980.54,18147589.58,3,0.0,92080154.31,66686941.62,0.2249,21998109.1,230871.44
PO-SYN-000063,2025,Rumah Sakit Mutiara Sukma,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Sinar Niaga Teknologi,mbizmarket.co.id,43918690.45,34076066.64,9,0.0,311584664.36,395268214.05,0.2888,35604834.09,8313856.36
PO-SYN-000064,2021,Direktorat Operasi,Leptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. MALILI TEKNO,E-Katalog,56975445.91,4335572.61,1,0.0,0.0,56975445.91,12.1414,40861709.8,16113736.11
PO-SYN-000065,2022,Dinas Kependudukan dan Pencatatan Sipil,Leptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. MALILI TEKNO,Katalog Elektronik,4849209.08,20466187.06,4,0.23,331806171.08,19396836.32,-0.7631,4020814.31,828394.77
PO-SYN-000066,2022,Kantor Kecamatan Malili,Electronics/Computers,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Tech Solutions,Direct Procurement,3141000.0,26212572.65,1,0.22,391100210.4,3141000.0,-0.8802,3459048.41,-318048.41
PO-SYN-000067,2023,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. JUMPA KARYA ABADI,mbizmarket.co.id,3141000.0,40715493.02,2,0.16,0.0,6282000.0,-0.9229,2941968.45,199031.55
PO-SYN-000068,2023,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,mbizmarket.co.id,18360546.29,18726193.18,1,0.09,0.0,18360546.29,-0.0195,14644660.59,3715885.7
PO-SYN-000069,2023,Direktorat Operasi,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,Direct Procurement,20394237.45,26591480.54,5,0.0,0.0,101971187.25,-0.2331,19958586.63,435650.82
PO-SYN-000070,2025,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,24141935.55,5341943.99,7,0.04,391063203.02,168993548.85,3.5193,18197683.56,5944251.99
PO-SYN-000071,2021,Kantor Kecamatan Malili,Leptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Internal Procurement/Standard Vendor,Direct Procurement,54694232.33,47470459.78,2,0.13,252826976.69,109388464.66,0.1522,65900145.22,-11205912.89
PO-SYN-000072,2022,Rumah Sakit Mutiara Sukma,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,E-Katalog,3141000.0,29478974.02,6,0.0,0.0,18846000.0,-0.8934,2119059.67,1021940.33
PO-SYN-000073,2023,Direktorat Operasi,Electronics/Computers,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,Katalog Elektronik,13505744.17,30008827.03,7,0.04,507395108.75,94540209.19,-0.5499,10071198.98,3434545.19
PO-SYN-000074,2025,Kantor Kecamatan Malili,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,Direct/Official Channel,3141000.0,17001088.31,4,0.03,0.0,12564000.0,-0.8152,3430495.62,-289495.62
PO-SYN-000075,2022,Kantor Kecamatan Malili,Komputer/Laptop,1,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Global Komputer,Direct/Official Channel,3141000.0,29203388.24,4,0.0,0.0,12564000.0,-0.8924,3263355.77,-122355.77
PO-SYN-000076,2023,Kantor Kecamatan Malili,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,mbizmarket.co.id,17159923.33,34006601.87,1,0.08,0.0,17159923.33,-0.4954,15912268.86,1247654.47
PO-SYN-000077,2022,Dinas Kependudukan dan Pencatatan Sipil,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,Direct Procurement,16375957.6,3141000.0,1,0.0,594416410.75,16375957.6,4.2136,16085670.32,290287.28
PO-SYN-000078,2021,Kantor Kecamatan Malili,Pengadaan Laptop,1,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. MALILI TEKNO,Direct Procurement,5899307.08,21536064.74,2,0.01,244746667.07,11798614.16,-0.7261,6904692.48,-1005385.4
PO-SYN-000079,2023,Dinas Kependudukan dan Pencatatan Sipil,Komputer/Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,Direct/Official Channel,8890565.72,8247199.8,2,0.0,0.0,17781131.44,0.078,9060207.38,-169641.66
PO-SYN-000080,2021,Kantor Kecamatan Malili,Hardware / Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Sinar Niaga Teknologi,mbizmarket.co.id,47344781.29,13745521.78,4,0.06,750000000.0,189379125.16,2.4444,48273817.09,-929035.8
PO-SYN-000081,2021,Kantor Kecamatan Malili,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,Direct Procurement,16006748.87,3141000.0,1,0.05,0.0,16006748.87,4.0961,16767344.54,-760595.67
PO-SYN-000082,2025,Dinas Kependudukan dan Pencatatan Sipil,Belanja Modal Alat Kantor,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Internal Procurement/Standard Vendor,E-Katalog,6838848.2,3141000.0,8,0.12,83670108.87,54710785.6,1.1773,5766649.82,1072198.38
PO-SYN-000083,2023,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Sinar Niaga Teknologi,mbizmarket.co.id,19635441.68,3444050.29,7,0.09,0.0,137448091.76,4.7013,15623712.2,4011729.48
PO-SYN-000084,2023,Kantor Inspektorat Kabupaten Lombok Barat,Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. JUMPA KARYA ABADI,E-Katalog,3141000.0,3141000.0,5,0.23,0.0,15705000.0,0.0,2704368.19,436631.81
PO-SYN-000085,2022,Dinas Kependudukan dan Pencatatan Sipil,Belanja Modal Alat Kantor,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Global Komputer,E-Katalog,6766911.27,9739514.5,1,0.0,98296900.4,6766911.27,-0.3052,5092118.92,1674792.35
PO-SYN-000086,2025,Kantor Kecamatan Malili,Electronics/Computers,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Direct/Official Channel,23048530.07,17090425.59,2,0.0,0.0,46097060.14,0.3486,26240531.99,-3192001.92
PO-SYN-000087,2023,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Tech Solutions,Katalog Elektronik,27122213.95,3141000.0,3,0.11,0.0,81366641.85,7.6349,25370314.4,1751899.55
PO-SYN-000088,2021,Kantor Kecamatan Malili,Leptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,Direct Procurement,6555128.3,27536406.1,1,0.0,0.0,6555128.3,-0.7619,7410068.45,-854940.15
PO-SYN-000089,2023,Kantor Inspektorat Kabupaten Lombok Barat,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Internal Procurement/Standard Vendor,Direct/Official Channel,22858787.06,3141000.0,4,0.0,68625728.47,91435148.24,6.2776,21848861.41,1009925.65
PO-SYN-000090,2024,Kantor Kecamatan Malili,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,6745813.94,18733227.6,1,0.0,346271068.2,6745813.94,-0.6399,5915497.64,830316.3
